FID;Shape *;AU_Unidad;Tramo;T1;T2;T3;T4;T5;T6;T7;T8;T9;sector;km2;Franja;F1;F2;F3;F4;nearX;nearY;COUNT_AVEN;LINK_2010;RC_DistAU;RCD_AUInv;RC_DistAV;RC_DistSb;RC_DistEV;RC_DistAc;RCD_ACInv;RC_PCol_H;LINK__2011;DENS10;POB10;VARON;MUJER;VIV10;HOG10;NBI10;NBI_H10;NO_VIV10;Z_NBI10;Z_BARON;Z_MUJER;Z_NBIH10;Z_NEDU10;Z_DESO10;Z_OCUP10;Z_INMI10;Z_NTEN10;NO_EDU10;DESOC10;OCUP10;INMIG10;NO_TEN10;HA_RC;MENOR17;PEA65;ADULTMAY;Z_MENOR17;Z_PEA65;Z_ADULTMAY;VIV1HOG;VIVMAS1HOG;NBI10_HA;INMIG10_HA;NO_TEN10_HA
1465;Point;1515;6;0;0;0;0;0;1;0;0;0;SUR;0,014689;1;1;0;0;0;103111,5357;98736,63754;1;20072410;1188,19776;0,000841611;58,503658;1460,063195;1074,407782;1188,19776;0,000841611;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1467;Point;1517;6;0;0;0;0;0;1;0;0;0;SUR;0,012573;1;1;0;0;0;103225,058;98760,23796;1;20072410;1179,288051;0,000847969;58,836593;1446,012148;1157,877688;1179,288051;0,000847969;1;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1494;Point;1544;6;0;0;0;0;0;1;0;0;0;SUR;0,01419;1;1;0;0;0;103090,1359;98851,98689;0;20072410;1071,585111;0,000933197;175,800152;1343,379045;995,169893;1071,585111;0,000933197;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1496;Point;1546;6;0;0;0;0;0;1;0;0;0;SUR;0,000006;1;1;0;0;0;103018,8291;98911,86745;0;20072410;1009,235108;0,000990849;118,394101;1266,544208;903,747381;1009,235108;0,000990849;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1498;Point;1548;6;0;0;0;0;0;1;0;0;0;SUR;0,01266;1;1;0;0;0;103201,2873;98876,03731;0;20072410;1061,116702;0,000942403;177,050441;1357,069331;1082,589955;1061,116702;0,000942403;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1517;Point;1567;6;0;0;0;0;0;1;0;0;0;SUR;0,000001;1;1;0;0;0;103003,4269;99044,27923;0;20072410;876,933884;0,001140337;125,709934;1134,608707;834,088726;876,933884;0,001140337;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1520;Point;1570;6;0;0;0;0;0;1;0;0;0;SUR;0,017377;1;1;0;0;0;103066,7184;98982,51713;0;20072410;939,878536;0,001063967;177,592215;1211,725014;916,01661;939,878536;0,001063967;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1521;Point;1571;6;0;0;0;0;0;1;0;0;0;SUR;0,000001;1;1;0;0;0;103112,6187;99065,47793;0;20072410;860,904016;0,00116157;236,916007;1148,384084;930,222614;860,904016;0,00116157;0;20072410;134,170153;962;442;520;374;323;13,9859;4,0052;4,0018;0,014538;0,459459;0,540541;0,0124;0,043991;0,0361;0,6617;0,1279;0,0836;42,319746;34,7282;636,5554;123,0398;27,0028;7,1633;195;601;166;0,202703;0,62474;0,172557;290;13;1,952438122;17,17641311;3,769603395
1009;Point;1059;3;0;0;1;0;0;0;0;0;0;NORTE;0,020872;3;0;0;1;0;106505,5422;100922,2371;1;20032104;299,536961;0,003338486;70,829143;212,629583;320,202613;315,044661;0,003174153;1;20032104;369,230769;768;353;415;409;347;46,9838;7,0094;40,9818;0,061177;0,459635;0,540365;0,0202;0,025099;0,034;0,6781;0,1107;0,1556;19,276093;26,112;520,7808;85,0176;53,9932;2,077863;124;519;125;0,161458;0,675781;0,16276;332;7;22,61159663;40,91588329;25,98496629
1130;Point;1180;3;0;0;1;0;0;0;0;0;0;NORTE;0,010004;4;0;0;0;1;105754,4703;101235,5957;1;20031906;751,106978;0,001331368;57,651104;498,470594;230,854052;751,106978;0,001331368;1;20031906;379,126214;781;359;422;416;336;14,0112;3,9984;9,984;0,01794;0,459667;0,540333;0,0119;0,030464;0,0717;0,6411;0,1396;0,0893;23,792056;55,9977;500,6991;109,0276;30,0048;2,060671;157;491;133;0,201024;0,628681;0,170294;314;9;6,799338662;52,90878554;14,56069407
1167;Point;1217;3;0;0;1;0;0;0;0;0;0;NORTE;0,01058;4;0;0;0;1;105745,958;101353,7024;0;20031906;869,449765;0,001150153;176,056166;424,985596;188,235579;869,449765;0,001150153;1;20031906;379,126214;781;359;422;416;336;14,0112;3,9984;9,984;0,01794;0,459667;0,540333;0,0119;0,030464;0,0717;0,6411;0,1396;0,0893;23,792056;55,9977;500,6991;109,0276;30,0048;2,060671;157;491;133;0,201024;0,628681;0,170294;314;9;6,799338662;52,90878554;14,56069407
997;Point;1047;1;1;0;0;0;0;0;0;0;0;NORTE;0,016553;3;0;0;1;0;108637,2321;100893,8935;2;20012406;127,246407;0,007858768;61,153292;994,235002;223,538231;127,246407;0,007858768;3;20012406;192;720;331;389;536;365;2,0075;0,9855;1,0184;0,002788;0,459722;0,540278;0,0027;0,021307;0,0403;0,6672;0,1375;0,0959;15,34091;29,016;480,384;99;35,0035;3,749964;81;498;141;0,1125;0,691667;0,195833;330;16;0,535338473;26,40025344;9,334356276
1059;Point;1109;1;1;0;0;0;0;0;0;0;0;NORTE;0,018807;3;0;0;1;0;108615,2939;101024,7498;1;20012406;256,466163;0,00389915;59,914875;991,918721;190,720429;256,466163;0,00389915;0;20012406;192;720;331;389;536;365;2,0075;0,9855;1,0184;0,002788;0,459722;0,540278;0,0027;0,021307;0,0403;0,6672;0,1375;0,0959;15,34091;29,016;480,384;99;35,0035;3,749964;81;498;141;0,1125;0,691667;0,195833;330;16;0,535338473;26,40025344;9,334356276
1099;Point;1149;1;1;0;0;0;0;0;0;0;0;NORTE;0,003494;3;0;0;1;0;108663,1537;101098,5945;1;20012406;306,715612;0,003260349;6,830256;1048,311144;115,764155;306,715612;0,003260349;3;20012406;192;720;331;389;536;365;2,0075;0,9855;1,0184;0,002788;0,459722;0,540278;0,0027;0,021307;0,0403;0,6672;0,1375;0,0959;15,34091;29,016;480,384;99;35,0035;3,749964;81;498;141;0,1125;0,691667;0,195833;330;16;0,535338473;26,40025344;9,334356276
788;Point;789;7;0;0;0;0;0;0;1;0;0;NORTE;0,02;3;0;0;1;0;102453,0645;100165,8778;1;20061610;270,974555;0,003690383;70,742451;252,045944;265,67007;337,6941;0,00296126;1;20061610;365,506329;1155;531;624;612;499;42,0158;1,996;14,0148;0,036377;0,45974;0,54026;0,004;0,037804;0,0344;0,7364;0,0641;0,1583;43,663366;39,732;850,542;74,0355;78,9917;3,162709;201;827;127;0,174026;0,716017;0,109957;479;10;13,28475051;23,40888776;24,97596206
1915;Point;798;7;0;0;0;0;0;0;1;0;0;NORTE;0,011716;3;0;0;1;0;102563,2185;100185,6933;1;20061610;269,180958;0,003714973;71,088644;148,106554;336,849723;283,705218;0,003524785;1;20061610;365,506329;1155;531;624;612;499;42,0158;1,996;14,0148;0,036377;0,45974;0,54026;0,004;0,037804;0,0344;0,7364;0,0641;0,1583;43,663366;39,732;850,542;74,0355;78,9917;3,162709;201;827;127;0,174026;0,716017;0,109957;479;10;13,28475051;23,40888776;24,97596206
293;Point;294;8;0;0;0;0;0;0;0;1;0;SUR;0,012581;1;1;0;0;0;101697,0261;99161,56751;2;20072109;183,86006;0,005438919;40,500149;505,412475;47,73857;757,532148;0,001320076;1;20072109;313,716814;709;326;383;368;307;1,0131;1,0131;0;0,001429;0,459803;0,540197;0,0033;0,036232;0,0187;0,6874;0,1142;0,1466;25,688403;13,2583;487,3666;80,9678;45,0062;2,26049;127;445;137;0,179126;0,627645;0,19323;265;21;0,448177165;35,81869418;19,90993103
307;Point;308;8;0;0;0;0;0;0;0;1;0;SUR;0,010051;1;1;0;0;0;101828,5383;99191,25191;1;20072109;243,401338;0,004108441;41,801771;621,619254;50,231436;890,092678;0,001123479;1;20072109;313,716814;709;326;383;368;307;1,0131;1,0131;0;0,001429;0,459803;0,540197;0,0033;0,036232;0,0187;0,6874;0,1142;0,1466;25,688403;13,2583;487,3666;80,9678;45,0062;2,26049;127;445;137;0,179126;0,627645;0,19323;265;21;0,448177165;35,81869418;19,90993103
1192;Point;1242;2;0;1;0;0;0;0;0;0;0;NORTE;0,017723;4;0;0;0;1;107165,9889;101461,1105;0;20011903;495,592396;0,002017787;193,873859;391,805039;11,164779;495,592396;0,002017787;0;20011903;210,11236;374;172;202;176;145;2,001;2,001;0;0,00535;0,459893;0,540107;0,0138;0,027174;0,06;0,739;0,1765;0,269;10,163042;22,44;276,386;66,011;39,005;1,777853;70;244;60;0,187166;0,652406;0,160428;135;5;1,125514877;37,12961645;21,93938419
1221;Point;1271;2;0;1;0;0;0;0;0;0;0;NORTE;0,013777;4;0;0;0;1;107160,9175;101580,9502;0;20011710;573,835113;0,001742661;178,951327;469,969257;58,666803;573,835113;0,001742661;1;20011710;205;574;264;310;363;279;36,9954;5,9985;32,9967;0,064452;0,45993;0,54007;0,0215;0,024867;0,0532;0,6994;0,122;0,1326;14,273537;30,5368;401,4556;70,028;36,9954;2,797901;82;413;79;0,142857;0,719512;0,137631;271;3;13,22255505;25,02876263;13,22255505
1222;Point;1272;2;0;1;0;0;0;0;0;0;0;NORTE;0,014234;4;0;0;0;1;107291,3689;101588,8499;0;20011710;493,012853;0,002028345;182,035346;393,685818;151,456743;493,012853;0,002028345;3;20011710;205;574;264;310;363;279;36,9954;5,9985;32,9967;0,064452;0,45993;0,54007;0,0215;0,024867;0,0532;0,6994;0,122;0,1326;14,273537;30,5368;401,4556;70,028;36,9954;2,797901;82;413;79;0,142857;0,719512;0,137631;271;3;13,22255505;25,02876263;13,22255505
974;Point;1024;7;0;0;0;0;0;0;1;0;0;NORTE;0,007533;4;0;0;0;1;102397,8835;100845,8601;0;20062001;948,838199;0,00105392;177,180064;378,871877;380,236663;956,980033;0,001044954;0;20062001;340,972222;491;226;265;273;214;4,0018;1,9902;0;0,00815;0,460285;0,539715;0,0093;0,029046;0,0228;0,7299;0,0774;0,2196;14,261409;11,1948;358,3809;38,0034;46,9944;1,443544;100;318;73;0,203666;0,647658;0,148676;202;6;2,772205073;26,32645766;32,55487883
1422;Point;1472;7;0;0;0;0;0;0;1;0;0;NORTE;0,00692;4;0;0;0;1;102338,9327;100811,2081;0;20062001;926,201821;0,001079678;136,560998;354,653243;398,137442;945,307207;0,001057857;1;20062001;340,972222;491;226;265;273;214;4,0018;1,9902;0;0,00815;0,460285;0,539715;0,0093;0,029046;0,0228;0,7299;0,0774;0,2196;14,261409;11,1948;358,3809;38,0034;46,9944;1,443544;100;318;73;0,203666;0,647658;0,148676;202;6;2,772205073;26,32645766;32,55487883
635;Point;636;9;0;0;0;0;0;0;0;0;1;NORTE;0,014757;3;0;0;1;0;100846,4086;99833,29186;2;20071108;637,166572;0,001569448;56,586239;515,840696;189,648678;637,166572;0,001569448;1;20071108;324,193548;1005;463;542;638;452;39,0076;5,0172;34,0054;0,038814;0,460697;0,539303;0,0111;0,028896;0,0444;0,6923;0,0896;0,25;29,040249;44,622;695,7615;90,048;113;3,094067;173;666;166;0,172139;0,662687;0,165174;439;5;12,60722538;29,10344217;36,52151036
690;Point;691;9;0;0;0;0;0;0;0;0;1;NORTE;0,016191;3;0;0;1;0;100800,8073;99957,52565;3;20071108;766,371934;0,001304849;61,298572;385,159962;275,538945;766,371934;0,001304849;1;20071108;324,193548;1005;463;542;638;452;39,0076;5,0172;34,0054;0,038814;0,460697;0,539303;0,0111;0,028896;0,0444;0,6923;0,0896;0,25;29,040249;44,622;695,7615;90,048;113;3,094067;173;666;166;0,172139;0,662687;0,165174;439;5;12,60722538;29,10344217;36,52151036
1133;Point;1183;4;0;0;0;1;0;0;0;0;0;NORTE;0,021681;4;0;0;0;1;105268,4403;101194,5108;1;20031709;850,808677;0,001175352;89,774703;374,573923;210,356418;850,808677;0,001175352;1;20031709;325,806452;707;326;381;322;281;83,9909;18,0121;51,0048;0,118799;0,461103;0,538897;0,0641;0,039764;0,0677;0,706;0,2461;0,1957;28,113403;47,8639;499,142;173,9927;54,9917;2,166198;155;488;64;0,219236;0,69024;0,090523;235;7;38,77341776;80,32169728;25,38627586
1193;Point;1243;3;0;0;1;0;0;0;0;0;0;NORTE;0,0189;4;0;0;0;1;105619,2492;101463,7388;0;20031806;992,012611;0,001008052;175,564943;263,922321;109,528504;992,012611;0,001008052;0;20031806;340,740741;644;297;347;299;255;58,0125;8,007;51,0094;0,090082;0,46118;0,53882;0,0314;0,045234;0,0425;0,7561;0,1755;0,1608;29,130857;27,37;486,9284;113,022;41,004;1,892986;131;431;82;0,203416;0,669255;0,127329;232;10;30,64602696;59,70567136;21,66101598
1854;Point;1905;3;0;0;1;0;0;0;0;0;0;NORTE;0,000024;4;0;0;0;1;105607,5401;101526,2485;0;20031806;1055,595382;0,000947333;112,359754;237,767247;158,544827;1055,595382;0,000947333;1;20031806;340,740741;644;297;347;299;255;58,0125;8,007;51,0094;0,090082;0,46118;0,53882;0,0314;0,045234;0,0425;0,7561;0,1755;0,1608;29,130857;27,37;486,9284;113,022;41,004;1,892986;131;431;82;0,203416;0,669255;0,127329;232;10;30,64602696;59,70567136;21,66101598
1152;Point;1202;3;0;0;1;0;0;0;0;0;0;NORTE;0,027393;4;0;0;0;1;105516,9766;101269,0399;2;20031810;827,243174;0,001208834;64,023487;320,524571;0,337463;827,243174;0,001208834;1;20031810;134,180139;581;268;313;256;208;21,008;4,992;11,008;0,036158;0,461274;0,538726;0,024;0,04386;0,0572;0,6702;0,1188;0,2596;25,482457;33,2332;389,3862;69,0228;53,9968;4,327549;134;377;70;0,230637;0,648881;0,120482;183;11;4,854479984;15,94962876;12,47745548
1161;Point;1211;3;0;0;1;0;0;0;0;0;0;NORTE;0,015976;4;0;0;0;1;105636,103;101340,4159;0;20031810;867,597604;0,001152608;171,994215;340,468473;79,973058;867,597604;0,001152608;0;20031810;134,180139;581;268;313;256;208;21,008;4,992;11,008;0,036158;0,461274;0,538726;0,024;0,04386;0,0572;0,6702;0,1188;0,2596;25,482457;33,2332;389,3862;69,0228;53,9968;4,327549;134;377;70;0,230637;0,648881;0,120482;183;11;4,854479984;15,94962876;12,47745548
176;Point;177;9;0;0;0;0;0;0;0;0;1;SUR;0,015253;2;0;1;0;0;101097,7197;98836,89365;2;20071604;345,468382;0,002894621;59,584553;385,486042;600,888585;345,468382;0,002894621;0;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
202;Point;203;9;0;0;0;0;0;0;0;0;1;SUR;0,012809;2;0;1;0;0;101181,8117;98924,21;2;20071604;275,280596;0,003632657;55,800387;286,221469;498,349053;327,066757;0,00305748;1;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
206;Point;207;9;0;0;0;0;0;0;0;0;1;SUR;0,001665;2;0;1;0;0;101227,3333;98971,0989;2;20071604;225,820351;0,004428299;7,637359;241,393424;433,852463;335,656865;0,002979233;1;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
214;Point;215;9;0;0;0;0;0;0;0;0;1;SUR;0,020442;2;0;1;0;0;100993,2925;98931,30321;2;20071604;219,444286;0,004556965;61,382545;343,56182;644,726806;219,444286;0,004556965;1;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
238;Point;239;9;0;0;0;0;0;0;0;0;1;SUR;0,015315;2;0;1;0;0;101085,1097;99006,35977;2;20071604;195,944085;0,005103497;54,330387;231,057788;526,211479;200,29516;0,004992632;1;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
239;Point;240;9;0;0;0;0;0;0;0;0;1;SUR;0,001978;2;0;1;0;0;101135,4593;99046,18135;2;20071604;156,215544;0,006401412;7,979087;174,113151;462,030114;218,887902;0,004568549;1;20071604;107,555556;726;335;391;225;241;10,9896;0;2,0025;0,015137;0,461433;0,538567;0;0,041135;0,0392;0,735;0,1584;0,1826;29,863829;28,4592;533,61;114,9984;44,0066;6,744634;172;450;104;0,236915;0,619835;0,143251;145;37;1,629384189;17,0503544;6,524683178
1414;Point;1464;3;0;0;1;0;0;0;0;0;0;NORTE;0,01813;3;0;0;1;0;106513,508;100784,3188;2;20032105;161,937542;0,00617522;66,683676;92,047342;247,461314;220,012937;0,004545187;3;20032105;280,110497;507;234;273;236;219;69,0069;4,0077;64,0032;0,136108;0,461538;0,538462;0,0183;0,018443;0,0627;0,663;0,1972;0,1826;9,350408;31,7889;336,141;99,9804;39,9894;1,810231;80;350;77;0,157791;0,690335;0,151874;198;10;38,12049401;55,23074127;22,09077184
1381;Point;1431;6;0;0;0;0;0;1;0;0;0;NORTE;0,023579;3;0;0;1;0;103070,4989;100678,5776;1;20062105;645,10652;0,001550132;81,980061;511,007885;528,644007;645,10652;0,001550132;1;20062105;332,20339;784;362;422;411;330;3,993;3,003;0;0,005093;0,461735;0,538265;0,0091;0,033201;0,0244;0,7381;0,0842;0,1;26,029216;19,1296;578,6704;66,0128;33;2,356683;161;515;108;0,205357;0,656888;0,137755;320;5;1,694330548;28,01089497;14,00273181
1190;Point;1240;2;0;1;0;0;0;0;0;0;0;NORTE;0,018119;4;0;0;0;1;106883,591;101454,0997;0;20011901;729,23282;0,001371304;200,615767;646,772529;221,452369;729,23282;0,001371304;1;20011901;492,81768;892;412;480;493;424;88,9976;13,992;83,0212;0,099773;0,461883;0,538117;0,033;0,034602;0,0436;0,713;0,2164;0,1698;30,865055;38,8912;635,996;193,0288;71,9952;1,809827;155;602;135;0,173767;0,674888;0,151345;414;5;49,17464487;106,65594;39,78015578
1585;Point;1635;9;0;0;0;0;0;0;0;0;1;NORTE;0,016176;3;0;0;1;0;99354,47561;99416,84687;1;20070806;1194,421104;0,000837226;69,630513;428,547332;568,26521;1368,851033;0,00073054;1;20070806;242,162162;896;414;482;466;373;23,9839;2,984;19,0128;0,026768;0,462054;0,537946;0,008;0,032221;0,0577;0,7139;0,0871;0,1501;28,869962;51,6992;639,6544;78,0416;55,9873;3,693981;177;603;116;0,197545;0,672991;0,129464;357;7;6,492697174;21,12669231;15,15635841
1587;Point;1637;9;0;0;0;0;0;0;0;0;1;NORTE;0,020738;3;0;0;1;0;99478,76361;99463,13765;2;20070806;1141,749001;0,000875849;69,558562;382,176625;458,449539;1267,476129;0,000788969;1;20070806;242,162162;896;414;482;466;373;23,9839;2,984;19,0128;0,026768;0,462054;0,537946;0,008;0,032221;0,0577;0,7139;0,0871;0,1501;28,869962;51,6992;639,6544;78,0416;55,9873;3,693981;177;603;116;0,197545;0,672991;0,129464;357;7;6,492697174;21,12669231;15,15635841
785;Point;786;5;0;0;0;0;1;0;0;0;0;NORTE;0,00876;2;0;1;0;0;103672,2039;100193,7572;0;20052102;98,845908;0,010116757;112,549049;328,907727;1043,937733;199,332866;0,005016734;1;20052102;234,794521;857;396;461;407;350;47,985;5,985;42,0024;0,055992;0,462077;0,537923;0,0171;0,033533;0,0493;0,6901;0,1505;0,0971;28,737721;42,2501;591,4157;128,9785;33,985;3,644908;172;566;119;0,2007;0,660443;0,138856;332;6;13,16494134;35,38594115;9,323966476
1936;Point;819;5;0;0;0;0;1;0;0;0;0;NORTE;0,009261;2;0;1;0;0;103658,0348;100266,707;1;20052102;172,996898;0,00578045;38,254219;310,45324;1024,911443;246,086539;0,004063611;0;20052102;234,794521;857;396;461;407;350;47,985;5,985;42,0024;0,055992;0,462077;0,537923;0,0171;0,033533;0,0493;0,6901;0,1505;0,0971;28,737721;42,2501;591,4157;128,9785;33,985;3,644908;172;566;119;0,2007;0,660443;0,138856;332;6;13,16494134;35,38594115;9,323966476
1945;Point;828;5;0;0;0;0;1;0;0;0;0;NORTE;0,018503;2;0;1;0;0;103785,6952;100252,2827;1;20052102;139,138791;0,007187068;74,849694;437,646263;916,250847;146,877307;0,006808404;1;20052102;234,794521;857;396;461;407;350;47,985;5,985;42,0024;0,055992;0,462077;0,537923;0,0171;0,033533;0,0493;0,6901;0,1505;0,0971;28,737721;42,2501;591,4157;128,9785;33,985;3,644908;172;566;119;0,2007;0,660443;0,138856;332;6;13,16494134;35,38594115;9,323966476
442;Point;443;7;0;0;0;0;0;0;1;0;0;SUR;0,003025;2;0;1;0;0;102208,1;99513,20655;0;20072211;220,830033;0,00452837;180,208155;396,703729;73,483141;652,790266;0,001531886;1;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
448;Point;449;7;0;0;0;0;0;0;1;0;0;SUR;0,00303;2;0;1;0;0;102231,249;99527,66311;0;20072211;222,348764;0,004497439;188,59291;402,818418;100,773427;625,826296;0,001597887;0;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
452;Point;453;7;0;0;0;0;0;0;1;0;0;SUR;0,012433;2;0;1;0;0;102450,1597;99487,33286;1;20072211;377,276477;0,002650576;97,474417;602,219024;263,350337;517,503392;0,001932354;1;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
457;Point;458;7;0;0;0;0;0;0;1;0;0;SUR;0,003452;2;0;1;0;0;102255,9896;99543,15176;0;20072211;223,940721;0,004465467;197,591147;411,235542;129,960593;597,016185;0,001674996;0;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
467;Point;468;7;0;0;0;0;0;0;1;0;0;SUR;0,003435;2;0;1;0;0;102282,278;99559,55156;0;20072211;225,679557;0,004431062;207,257719;422,244908;160,942519;566,484904;0,001765272;0;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
475;Point;476;7;0;0;0;0;0;0;1;0;0;SUR;0,003034;2;0;1;0;0;102306,923;99574,9791;0;20072211;228,243402;0,004381288;217,167045;434,295719;190,016206;537,873519;0,001859173;0;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
485;Point;486;7;0;0;0;0;0;0;1;0;0;SUR;0,003031;2;0;1;0;0;102330,0297;99589,39398;0;20072211;231,31558;0,004323098;225,527865;447,04308;217,248321;511,129573;0,001956451;0;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
505;Point;506;7;0;0;0;0;0;0;1;0;0;SUR;0,008348;2;0;1;0;0;102372,7936;99617,26952;0;20072211;228,289313;0,004380407;242,106638;473,398391;254,948088;460,949027;0,002169437;1;20072211;189,19598;753;348;405;336;286;5,005;1,001;2,9904;0,006647;0,462151;0,537849;0,0035;0,027586;0,0298;0,6609;0,0637;0,0769;20,772416;22,4394;497,6577;47,9661;21,9934;3,981671;145;460;148;0,192563;0,61089;0,196547;274;6;1,257009934;12,04672611;5,523660795
401;Point;402;8;0;0;0;0;0;0;0;1;0;NORTE;0,004395;2;0;1;0;0;101426,4857;99429,80363;2;20072107;175,159393;0,005709086;56,787611;319,855018;91,902882;558,101818;0,001791788;1;20072107;272,45283;722;334;388;361;303;2,9997;0;2,9963;0,004155;0,462604;0,537396;0;0,037249;0,0447;0,7254;0,0886;0,1683;26,89398;32,2734;523,7388;63,9692;50,9949;2,647626;118;442;162;0,163435;0,612188;0,224377;289;7;1,132977241;24,16096533;19,26061309
