FID;Shape *;AU_Unidad;Tramo;T1;T2;T3;T4;T5;T6;T7;T8;T9;sector;km2;Franja;F1;F2;F3;F4;nearX;nearY;COUNT_AVEN;LINK_2010;RC_DistAU;RCD_AUInv;RC_DistAV;RC_DistSb;RC_DistEV;RC_DistAc;RCD_ACInv;RC_PCol_H;LINK__2011;DENS10;POB10;VARON;MUJER;VIV10;HOG10;NBI10;NBI_H10;NO_VIV10;Z_NBI10;Z_BARON;Z_MUJER;Z_NBIH10;Z_NEDU10;Z_DESO10;Z_OCUP10;Z_INMI10;Z_NTEN10;NO_EDU10;DESOC10;OCUP10;INMIG10;NO_TEN10;HA_RC;MENOR17;PEA65;ADULTMAY;Z_MENOR17;Z_PEA65;Z_ADULTMAY;VIV1HOG;VIVMAS1HOG;NBI10_HA;INMIG10_HA;NO_TEN10_HA
480;Point;481;3;0;0;1;0;0;0;0;0;0;SUR;0,025902;1;1;0;0;0;106286,4;99492,87655;2;20040711;984,505066;0,001015739;137,894592;439,449582;150,784766;984,505066;0,001015739;0;20040711;45,705082;1277;496;781;231;212;33,0084;9,01;20,9979;0,025848;0,38841;0,61159;0,0425;0,07276;0,0385;0,6715;0,119;0,1462;92,913933;49,1645;857,5055;151,963;30,9944;27,925274;433;760;84;0,339076;0,595145;0,065779;178;10;1,182026003;5,441772926;1,109904956
538;Point;539;3;0;0;1;0;0;0;0;0;0;SUR;0,017119;1;1;0;0;0;106131,8719;99662,49539;1;20040711;761,479958;0,001313232;63,155908;446,690167;230,940561;761,479958;0,001313232;1;20040711;45,705082;1277;496;781;231;212;33,0084;9,01;20,9979;0,025848;0,38841;0,61159;0,0425;0,07276;0,0385;0,6715;0,119;0,1462;92,913933;49,1645;857,5055;151,963;30,9944;27,925274;433;760;84;0,339076;0,595145;0,065779;178;10;1,182026003;5,441772926;1,109904956
614;Point;615;3;0;0;1;0;0;0;0;0;0;SUR;0,018537;1;1;0;0;0;106096,7605;99795,17227;1;20040711;627,893616;0,001592626;67,648472;426,548043;115,763633;627,893616;0,001592626;1;20040711;45,705082;1277;496;781;231;212;33,0084;9,01;20,9979;0,025848;0,38841;0,61159;0,0425;0,07276;0,0385;0,6715;0,119;0,1462;92,913933;49,1645;857,5055;151,963;30,9944;27,925274;433;760;84;0,339076;0,595145;0,065779;178;10;1,182026003;5,441772926;1,109904956
656;Point;657;3;0;0;1;0;0;0;0;0;0;SUR;0,107661;1;1;0;0;0;106376,5964;99797,30173;1;20040711;731,094043;0,001367813;205,550305;687,598092;140,436356;731,094043;0,001367813;0;20040711;45,705082;1277;496;781;231;212;33,0084;9,01;20,9979;0,025848;0,38841;0,61159;0,0425;0,07276;0,0385;0,6715;0,119;0,1462;92,913933;49,1645;857,5055;151,963;30,9944;27,925274;433;760;84;0,339076;0,595145;0,065779;178;10;1,182026003;5,441772926;1,109904956
769;Point;770;3;0;0;1;0;0;0;0;0;0;SUR;0,109934;1;1;0;0;0;106331,9848;100049,4766;2;20040711;475,181968;0,002104457;126,947134;619,634095;0;475,181968;0,002104457;0;20040711;45,705082;1277;496;781;231;212;33,0084;9,01;20,9979;0,025848;0,38841;0,61159;0,0425;0,07276;0,0385;0,6715;0,119;0,1462;92,913933;49,1645;857,5055;151,963;30,9944;27,925274;433;760;84;0,339076;0,595145;0,065779;178;10;1,182026003;5,441772926;1,109904956
1935;Point;818;8;0;0;0;0;0;0;0;1;0;NORTE;0,015945;3;0;0;1;0;101204,4471;100210,5447;2;20061306;922,204911;0,001084358;79,259385;448,403617;709,754717;1050,269882;0,000952136;1;20061306;334,375;535;212;323;364;267;0,9879;0,9879;0;0,001847;0,396262;0,603738;0,0037;0,017544;0,031;0,6562;0,0523;0,0674;9,385965;16,585;351,067;27,9805;17,9958;1,598129;74;350;111;0,138318;0,654206;0,207477;265;1;0,618160361;17,50828625;11,2605428
1030;Point;1080;1;1;0;0;0;0;0;0;0;0;NORTE;0,011397;3;0;0;1;0;107609,8446;100922,4701;2;20012205;7,122351;0,140403078;24,874228;115,756287;0;7,122351;0,140403078;0;20012205;88,866799;447;178;269;250;186;0;0;0;0;0,39821;0,60179;0;0,013667;0,0386;0,7455;0,1432;0,2796;6,109341;17,2542;333,2385;64,0104;52,0056;5,023498;50;275;122;0,111857;0,615213;0,272931;182;2;0;12,74219677;10,35246754
1031;Point;1081;1;1;0;0;0;0;0;0;0;0;NORTE;0,008419;3;0;0;1;0;107564,1454;100935,9471;2;20012205;31,853106;0,031394113;16,453032;148,205732;0;31,853106;0,031394113;0;20012205;88,866799;447;178;269;250;186;0;0;0;0;0,39821;0,60179;0;0,013667;0,0386;0,7455;0,1432;0,2796;6,109341;17,2542;333,2385;64,0104;52,0056;5,023498;50;275;122;0,111857;0,615213;0,272931;182;2;0;12,74219677;10,35246754
1032;Point;1082;1;1;0;0;0;0;0;0;0;0;NORTE;0,011018;3;0;0;1;0;107526,9844;100917,2897;2;20012205;0,364576;2,742912315;21,249906;158,743576;3,248403;0,364576;2,742912315;0;20012205;88,866799;447;178;269;250;186;0;0;0;0;0,39821;0,60179;0;0,013667;0,0386;0,7455;0,1432;0,2796;6,109341;17,2542;333,2385;64,0104;52,0056;5,023498;50;275;122;0,111857;0,615213;0,272931;182;2;0;12,74219677;10,35246754
1034;Point;1084;1;1;0;0;0;0;0;0;0;0;NORTE;0,016999;3;0;0;1;0;107694,0192;100989,0275;0;20012205;92,537069;0,01080648;110,10174;182,748453;71,072449;92,537069;0,01080648;1;20012205;88,866799;447;178;269;250;186;0;0;0;0;0,39821;0,60179;0;0,013667;0,0386;0,7455;0,1432;0,2796;6,109341;17,2542;333,2385;64,0104;52,0056;5,023498;50;275;122;0,111857;0,615213;0,272931;182;2;0;12,74219677;10,35246754
1432;Point;1482;1;1;0;0;0;0;0;0;0;0;NORTE;0,002393;3;0;0;1;0;107583,6502;100830,1503;2;20012205;20,572472;0,048608646;11,075947;65,082336;0;20,572472;0,048608646;1;20012205;88,866799;447;178;269;250;186;0;0;0;0;0,39821;0,60179;0;0,013667;0,0386;0,7455;0,1432;0,2796;6,109341;17,2542;333,2385;64,0104;52,0056;5,023498;50;275;122;0,111857;0,615213;0,272931;182;2;0;12,74219677;10,35246754
1270;Point;1320;1;1;0;0;0;0;0;0;0;0;NORTE;0,016729;4;0;0;0;1;108185,6884;101910,3353;1;20011404;941,100501;0,001062586;64,869591;309,650896;447,999101;941,100501;0,001062586;1;20011404;41,916168;70;28;42;148;39;0;0;0;0;0,4;0,6;0;0,028571;0,0192;0,7727;0,0714;0,1538;2;1,344;54,089;4,998;5,9982;1,669562;6;50;14;0,085714;0,714286;0,2;35;2;0;2,993599519;3,592678798
1784;Point;1834;7;0;0;0;0;0;0;1;0;0;NORTE;0,015876;4;0;0;0;1;102426,8374;101131,0145;3;20061801;1222,490738;0,000818002;58,856156;95,519241;199,317639;1222,490738;0,000818002;3;20061801;391,823899;623;250;373;346;263;0;0;0;0;0,401284;0,598716;0;0,027869;0,045;0,6945;0,0722;0,0875;17,362294;28,035;432,6735;44,9806;23,0125;1,584333;93;397;133;0,149278;0,637239;0,213483;255;4;0;28,3908749;14,52503987
1785;Point;1835;7;0;0;0;0;0;0;1;0;0;NORTE;0,000005;2;0;1;0;0;102450,0792;101210,378;3;20061801;1292,980255;0,000773407;0,083603;16,609327;147,578698;1292,980255;0,000773407;3;20061801;391,823899;623;250;373;346;263;0;0;0;0;0,401284;0,598716;0;0,027869;0,045;0,6945;0,0722;0,0875;17,362294;28,035;432,6735;44,9806;23,0125;1,584333;93;397;133;0,149278;0,637239;0,213483;255;4;0;28,3908749;14,52503987
799;Point;849;5;0;0;0;0;1;0;0;0;0;NORTE;0,011955;3;0;0;1;0;103395,9481;100313,8635;3;20051811;255,729605;0,00391038;53,805142;80,209305;998,368451;486,346629;0,002056147;3;20051811;294,262295;718;291;427;404;315;5,985;2,9925;1,01;0,008336;0,405292;0,594708;0,0095;0,056522;0,0218;0,6997;0,0543;0,1302;40,582609;15,6524;502,3846;38,9874;41,013;2,438109;112;435;171;0,155989;0,60585;0,238162;298;6;2,4547713;15,99083552;16,82164333
803;Point;853;5;0;0;0;0;1;0;0;0;0;NORTE;0,012464;3;0;0;1;0;103517,0105;100328,4393;1;20051811;251,999369;0,003968264;47,07917;186,475854;1052,601129;398,140575;0,002511676;1;20051811;294,262295;718;291;427;404;315;5,985;2,9925;1,01;0,008336;0,405292;0,594708;0,0095;0,056522;0,0218;0,6997;0,0543;0,1302;40,582609;15,6524;502,3846;38,9874;41,013;2,438109;112;435;171;0,155989;0,60585;0,238162;298;6;2,4547713;15,99083552;16,82164333
1758;Point;1808;7;0;0;0;0;0;0;1;0;0;NORTE;0,000001;2;0;1;0;0;101981,8463;100960,3411;1;20061702;1149,848653;0,00086968;0,004843;52,196231;76,152356;1250,437887;0,00079972;15;20061702;428,095238;899;365;534;586;419;3,0168;1,0056;0;0,003356;0,406007;0,593993;0,0024;0,029579;0,0415;0,6613;0,0545;0,1098;26,591584;37,3085;594,5087;48,9955;46,0062;2,095642;123;588;188;0,136819;0,65406;0,209121;415;2;1,439558856;23,37970894;21,95327255
1759;Point;1809;7;0;0;0;0;0;0;1;0;0;NORTE;0,00834;4;0;0;0;1;101906,621;100906,4636;1;20061702;1125,136571;0,000888781;9,480044;144,253039;153,719801;1253,231683;0,000797937;5;20061702;428,095238;899;365;534;586;419;3,0168;1,0056;0;0,003356;0,406007;0,593993;0,0024;0,029579;0,0415;0,6613;0,0545;0,1098;26,591584;37,3085;594,5087;48,9955;46,0062;2,095642;123;588;188;0,136819;0,65406;0,209121;415;2;1,439558856;23,37970894;21,95327255
1766;Point;1816;7;0;0;0;0;0;0;1;0;0;NORTE;0,000031;2;0;1;0;0;102064,0133;101003,2953;1;20061702;1167,152693;0,000856786;0,156598;40,569324;65,326036;1241,543148;0,000805449;5;20061702;428,095238;899;365;534;586;419;3,0168;1,0056;0;0,003356;0,406007;0,593993;0,0024;0,029579;0,0415;0,6613;0,0545;0,1098;26,591584;37,3085;594,5087;48,9955;46,0062;2,095642;123;588;188;0,136819;0,65406;0,209121;415;2;1,439558856;23,37970894;21,95327255
1768;Point;1818;7;0;0;0;0;0;0;1;0;0;NORTE;0,015232;4;0;0;0;1;102146,1991;101008,5427;1;20061702;1152,848814;0,000867416;34,060526;120,130663;130,523901;1205,961736;0,000829214;15;20061702;428,095238;899;365;534;586;419;3,0168;1,0056;0;0,003356;0,406007;0,593993;0,0024;0,029579;0,0415;0,6613;0,0545;0,1098;26,591584;37,3085;594,5087;48,9955;46,0062;2,095642;123;588;188;0,136819;0,65406;0,209121;415;2;1,439558856;23,37970894;21,95327255
1769;Point;1819;7;0;0;0;0;0;0;1;0;0;NORTE;0,000024;2;0;1;0;0;102160,6339;101055,0601;1;20061702;1195,726222;0,000836312;0,10149;150,172478;136,354524;1241,031739;0,000805781;5;20061702;428,095238;899;365;534;586;419;3,0168;1,0056;0;0,003356;0,406007;0,593993;0,0024;0,029579;0,0415;0,6613;0,0545;0,1098;26,591584;37,3085;594,5087;48,9955;46,0062;2,095642;123;588;188;0,136819;0,65406;0,209121;415;2;1,439558856;23,37970894;21,95327255
1069;Point;1119;2;0;1;0;0;0;0;0;0;0;NORTE;0,016277;3;0;0;1;0;106763,0299;101080,2093;0;20012004;344,693258;0,00290113;163,396245;398,651324;356,718669;344,693258;0,00290113;1;20012004;471,779141;769;313;456;447;343;44,0069;6,0025;37,0116;0,057226;0,407022;0,592978;0,0175;0,028226;0,0568;0,6972;0,1365;0,2945;21,705648;43,6792;536,1468;104,9685;101,0135;1,627352;130;500;139;0,169051;0,650195;0,180754;341;1;27,04202901;64,50263987;62,07231134
1143;Point;1193;3;0;0;1;0;0;0;0;0;0;NORTE;0,018457;4;0;0;0;1;106239,3494;101277,2273;1;20032011;690,229314;0,001448794;67,041777;618,397633;686,189404;690,229314;0,001448794;1;20032011;258,918919;479;195;284;307;239;8,0065;1,0038;6,9996;0,016715;0,407098;0,592902;0,0042;0,023555;0,0385;0,6455;0,0919;0,1213;11,282653;18,4415;309,1945;44,0201;28,9907;1,848377;70;280;129;0,146138;0,584551;0,269311;237;1;4,331637972;23,81554196;15,68440854
927;Point;977;1;1;0;0;0;0;0;0;0;0;SUR;0,017337;2;0;1;0;0;108116,5935;100590,7473;1;20012607;104,413511;0,009577305;65,150157;519,977485;150,851218;200,080198;0,004997996;1;20012607;180,924855;313;128;185;202;142;4,0044;0;3,9996;0,012794;0,408946;0,591054;0;0,026059;0,0286;0,6296;0,0767;0,2535;8,156351;8,9518;197,0648;24,0071;35,997;1,732791;61;178;74;0,194888;0,56869;0,236422;140;1;2,310953831;13,85458489;20,77399986
546;Point;547;9;0;0;0;0;0;0;0;0;1;NORTE;0,016614;3;0;0;1;0;100428,4409;99671,95596;2;20071010;658,378202;0,001518884;64,214883;569,461995;204,490599;658,378202;0,001518884;1;20071010;274,117647;932;382;550;392;332;21,0156;0,996;13,9944;0,022549;0,409871;0,590129;0,003;0,026316;0,0292;0,6838;0,0622;0,1747;24,526316;27,2144;637,3016;57,9704;58,0004;3,397477;156;568;208;0,167382;0,609442;0,223176;302;15;6,185648939;17,06277923;17,07160931
616;Point;617;9;0;0;0;0;0;0;0;0;1;NORTE;0,017412;3;0;0;1;0;100380,1123;99794,63001;2;20071010;787,137084;0,001270427;64,723947;461,157635;284,70431;787,137084;0,001270427;0;20071010;274,117647;932;382;550;392;332;21,0156;0,996;13,9944;0,022549;0,409871;0,590129;0,003;0,026316;0,0292;0,6838;0,0622;0,1747;24,526316;27,2144;637,3016;57,9704;58,0004;3,397477;156;568;208;0,167382;0,609442;0,223176;302;15;6,185648939;17,06277923;17,07160931
1607;Point;1657;9;0;0;0;0;0;0;0;0;1;NORTE;0,017333;4;0;0;0;1;99561,41998;99638,79741;2;20070803;1219,855395;0,000819769;63,850944;247,157078;438,965851;1270,217612;0,000787267;1;20070803;336,99422;583;239;344;310;247;2,0007;0;0,992;0,003432;0,409949;0,590051;0;0,024518;0,0456;0,6936;0,1029;0,0648;14,294221;26,5848;404,3688;59,9907;16,0056;1,727383;81;363;139;0,138937;0,622642;0,238422;245;1;1,158226056;34,72924071;9,265808451
677;Point;678;9;0;0;0;0;0;0;0;0;1;NORTE;0,018073;4;0;0;0;1;100330,2499;99921,77974;2;20071007;921,398098;0,001085307;65,191446;365,827956;315,050502;921,398098;0,001085307;0;20071007;392,265193;710;292;418;448;339;14,0007;0;0;0,019719;0,411268;0,588732;0;0,031609;0,0394;0,6499;0,0648;0,0796;22,442532;27,974;461,429;46,008;26,9844;1,807797;93;457;160;0,130986;0,643662;0,225352;331;4;7,744619556;25,44976012;14,92667595
994;Point;1044;6;0;0;0;0;0;1;0;0;0;NORTE;0,021182;4;0;0;0;1;103178,0614;100865,377;3;20062010;833,66672;0,00119952;66,043716;638,888259;421,556132;847,428018;0,001180041;1;20062010;407,54717;864;356;508;485;385;1,001;0;1,0185;0,001159;0,412037;0,587963;0;0,039007;0,0382;0,6257;0,0648;0,1247;33,702126;33,0048;540,6048;55,9872;48,0095;2,122238;123;552;189;0,142361;0,638889;0,21875;373;6;0,471671886;26,38120701;22,6221093
588;Point;589;9;0;0;0;0;0;0;0;0;1;NORTE;0,013448;3;0;0;1;0;100644,1643;99754,87358;1;20071109;618,563289;0,001616649;64,609403;535,403996;77,499831;618,563289;0,001616649;1;20071109;358,909091;987;408;579;441;366;2,013;2,013;0;0,00204;0,413374;0,586626;0,0055;0,020986;0,0318;0,6841;0,0892;0,1667;20,713537;31,3866;675,2067;88,0404;61,0122;2,744642;144;627;216;0,145897;0,635258;0,218845;360;3;0,733428986;32,07718894;22,22956582
610;Point;611;9;0;0;0;0;0;0;0;0;1;NORTE;0,014021;3;0;0;1;0;100743,3045;99793,15199;2;20071109;618,159335;0,001617706;54,045171;514,760498;101,518121;618,159335;0,001617706;1;20071109;358,909091;987;408;579;441;366;2,013;2,013;0;0,00204;0,413374;0,586626;0,0055;0,020986;0,0318;0,6841;0,0892;0,1667;20,713537;31,3866;675,2067;88,0404;61,0122;2,744642;144;627;216;0,145897;0,635258;0,218845;360;3;0,733428986;32,07718894;22,22956582
1407;Point;1457;7;0;0;0;0;0;0;1;0;0;NORTE;0,023052;4;0;0;0;1;102148,408;100759,1206;1;20061706;909,393214;0,001099634;62,969396;254,012408;319,423985;990,194321;0,001009903;1;20061706;453,246753;1047;433;614;649;507;1,9773;1,9773;0;0,001889;0,413563;0,586437;0,0039;0,032258;0,0325;0,7066;0,0707;0,0986;33,774189;34,0275;739,8102;74,0229;49,9902;2,308872;149;695;203;0,142311;0,663801;0,193887;507;0;0,856392212;32,06020083;21,65135183
1829;Point;1879;6;0;0;0;0;0;1;0;0;0;NORTE;0,000011;4;0;0;0;1;102875,8173;101438,742;0;20061805;1406,002697;0,000711236;266,445268;254,61832;42,20318;1406,002697;0,000711236;0;20061805;624,615385;812;336;476;506;390;12,987;6,981;1,012;0,015994;0,413793;0,586207;0,0179;0,025126;0,0309;0,6412;0,0727;0,1103;20,402012;25,0908;520,6544;59,0324;43,017;1,296164;107;526;179;0,131773;0,647783;0,220443;377;3;10,01956543;45,54392808;33,18792992
1831;Point;1881;6;0;0;0;0;0;1;0;0;0;NORTE;0,000002;4;0;0;0;1;102909,2297;101456,6386;0;20061805;1421,4162;0,000703524;230,366346;216,715063;77,343666;1421,4162;0,000703524;0;20061805;624,615385;812;336;476;506;390;12,987;6,981;1,012;0,015994;0,413793;0,586207;0,0179;0,025126;0,0309;0,6412;0,0727;0,1103;20,402012;25,0908;520,6544;59,0324;43,017;1,296164;107;526;179;0,131773;0,647783;0,220443;377;3;10,01956543;45,54392808;33,18792992
1832;Point;1882;6;0;0;0;0;0;1;0;0;0;NORTE;0,013019;4;0;0;0;1;102912,6249;101374,7233;0;20061805;1339,446852;0,000746577;241,70752;263,210558;48,292913;1339,446852;0,000746577;0;20061805;624,615385;812;336;476;506;390;12,987;6,981;1,012;0,015994;0,413793;0,586207;0,0179;0,025126;0,0309;0,6412;0,0727;0,1103;20,402012;25,0908;520,6544;59,0324;43,017;1,296164;107;526;179;0,131773;0,647783;0,220443;377;3;10,01956543;45,54392808;33,18792992
462;Point;463;9;0;0;0;0;0;0;0;0;1;NORTE;0,016573;3;0;0;1;0;100023,6084;99522,71998;1;20070903;816,244927;0,001225122;64,77718;499,650541;107,558843;820,894865;0,001218183;1;20070903;327,108434;543;225;318;275;226;0,9944;0,9944;0;0,001831;0,414365;0,585635;0,0044;0,040076;0,0521;0,6452;0,07;0,0929;21,761453;28,2903;350,3436;38,01;20,9954;1,656788;85;333;125;0,156538;0,61326;0,230203;220;3;0,600197491;22,94198171;12,67235156
1244;Point;1294;2;0;1;0;0;0;0;0;0;0;NORTE;0,01721;4;0;0;0;1;107019,835;101685,0469;1;20011708;748,278756;0,0013364;63,42288;515,191212;194,768337;748,278756;0,0013364;1;20011708;347,093023;597;248;349;312;267;79,9932;10,0125;66,9864;0,133992;0,41541;0,58459;0,0375;0,025773;0,0313;0,751;0,1558;0,0487;15,3866;18,6861;448,347;93,0126;13,0029;1,714176;75;427;95;0,125628;0,715243;0,159129;224;19;46,6656866;54,26082269;7,585510473
657;Point;658;3;0;0;1;0;0;0;0;0;0;SUR;0,019199;1;1;0;0;0;105925,296;99886,46182;0;20040704;475,705892;0,002102139;193,273982;232,398423;228,542134;475,705892;0,002102139;1;20040704;1118,65285;2159;898;1261;917;814;24,9898;6,0236;0;0,011575;0,415933;0,584067;0,0074;0,029103;0,047;0,6691;0,0732;0,1057;62,833485;101,473;1444,5869;158,0388;86,0398;1,925865;377;1242;540;0,174618;0,575266;0,250116;713;37;12,97588356;82,06120367;44,67592484
1371;Point;1421;1;1;0;0;0;0;0;0;0;0;SUR;0,006369;2;0;1;0;0;108110,838;100679,7646;0;20012606;15,217143;0,065715358;126,271889;483,136434;61,663928;157,408388;0,006352902;1;20012606;231,343284;465;194;271;288;214;2,996;1,9902;0;0,006443;0,417204;0,582796;0,0093;0,033482;0,0273;0,7107;0,1054;0,2664;15,569195;12,6945;330,4755;49,011;57,0096;2,006879;77;286;102;0,165591;0,615054;0,219355;214;0;1,49286529;24,42150224;28,4070938
1396;Point;1446;1;1;0;0;0;0;0;0;0;0;NORTE;0,013764;2;0;1;0;0;108108,3223;100754,9046;1;20012606;43,180735;0,023158476;51,09699;465,58745;0;153,530446;0,006513366;1;20012606;231,343284;465;194;271;288;214;2,996;1,9902;0;0,006443;0,417204;0,582796;0,0093;0,033482;0,0273;0,7107;0,1054;0,2664;15,569195;12,6945;330,4755;49,011;57,0096;2,006879;77;286;102;0,165591;0,615054;0,219355;214;0;1,49286529;24,42150224;28,4070938
1742;Point;1792;7;0;0;0;0;0;0;1;0;0;NORTE;0,000002;2;0;1;0;0;102052,8421;100706,9958;1;20061701;887,037353;0,001127348;0,059301;277,246887;335,248012;1006,394341;0,000993646;1;20061701;315,037594;838;351;487;590;416;1,9968;1,9968;0;0,002383;0,418854;0,581146;0,0048;0,022086;0,0232;0,6852;0,0752;0,0553;18,507976;19,4416;574,1976;63,0176;23,0048;2,656712;125;509;204;0,149165;0,607399;0,243437;416;0;0,751605744;23,72014731;8,659124512
1743;Point;1793;7;0;0;0;0;0;0;1;0;0;NORTE;0,000003;2;0;1;0;0;101976,2282;100711,9048;1;20061701;918,590278;0,001088625;0,061702;276,332796;324,494093;1061,081739;0,000942434;1;20061701;315,037594;838;351;487;590;416;1,9968;1,9968;0;0,002383;0,418854;0,581146;0,0048;0,022086;0,0232;0,6852;0,0752;0,0553;18,507976;19,4416;574,1976;63,0176;23,0048;2,656712;125;509;204;0,149165;0,607399;0,243437;416;0;0,751605744;23,72014731;8,659124512
1748;Point;1798;7;0;0;0;0;0;0;1;0;0;NORTE;0,002814;4;0;0;0;1;102037,4631;100747,9965;1;20061701;930,806331;0,001074337;39,279114;235,35991;292,164104;1047,729026;0,000954445;1;20061701;315,037594;838;351;487;590;416;1,9968;1,9968;0;0,002383;0,418854;0,581146;0,0048;0,022086;0,0232;0,6852;0,0752;0,0553;18,507976;19,4416;574,1976;63,0176;23,0048;2,656712;125;509;204;0,149165;0,607399;0,243437;416;0;0,751605744;23,72014731;8,659124512
1749;Point;1799;7;0;0;0;0;0;0;1;0;0;NORTE;0,000019;4;0;0;0;1;102052,9314;100778,5879;0;20061701;955,085387;0,001047027;71,211914;206,029328;265,329354;1061,99188;0,000941627;1;20061701;315,037594;838;351;487;590;416;1,9968;1,9968;0;0,002383;0,418854;0,581146;0,0048;0,022086;0,0232;0,6852;0,0752;0,0553;18,507976;19,4416;574,1976;63,0176;23,0048;2,656712;125;509;204;0,149165;0,607399;0,243437;416;0;0,751605744;23,72014731;8,659124512
1757;Point;1807;7;0;0;0;0;0;0;1;0;0;NORTE;0,024123;4;0;0;0;1;101978,2185;100830,4549;2;20061701;1028,392247;0,000972392;86,497361;160,889949;205,977138;1149,06624;0,000870272;1;20061701;315,037594;838;351;487;590;416;1,9968;1,9968;0;0,002383;0,418854;0,581146;0,0048;0,022086;0,0232;0,6852;0,0752;0,0553;18,507976;19,4416;574,1976;63,0176;23,0048;2,656712;125;509;204;0,149165;0,607399;0,243437;416;0;0,751605744;23,72014731;8,659124512
1753;Point;1803;7;0;0;0;0;0;0;1;0;0;NORTE;0;4;0;0;0;1;102346,0776;100877,2978;0;20061704;989,674102;0,001010434;203,035779;334,509669;367,67491;1004,057118;0,000995959;1;20061704;848,863636;747;313;434;439;360;2,988;0;1,0097;0,004;0,419009;0,580991;0;0,035519;0,0181;0,6497;0,0509;0,0806;26,53279;13,5207;485,3259;38,0223;29,016;0,87873;109;469;169;0,145917;0,627845;0,226238;350;5;3,400361886;43,269605;33,02038169
1764;Point;1814;7;0;0;0;0;0;0;1;0;0;NORTE;0,008765;4;0;0;0;1;102300,9605;100939,59;0;20061704;1059,30309;0,000944017;167,999696;275,658403;299,843459;1078,505733;0,000927209;3;20061704;848,863636;747;313;434;439;360;2,988;0;1,0097;0,004;0,419009;0,580991;0;0,035519;0,0181;0,6497;0,0509;0,0806;26,53279;13,5207;485,3259;38,0223;29,016;0,87873;109;469;169;0,145917;0,627845;0,226238;350;5;3,400361886;43,269605;33,02038169
1869;Point;1920;4;0;0;0;1;0;0;0;0;0;NORTE;0,017559;4;0;0;0;1;105098,6848;101499,9107;1;20031703;1181,245817;0,000846564;81,069433;278,22382;378,081433;1181,245817;0,000846564;1;20031703;256,818182;452;190;262;256;208;42,9936;1,9968;37,9904;0,095119;0,420354;0,579646;0,0096;0,020501;0,0557;0,6843;0,1659;0,0865;9,266515;25,1764;309,3036;74,9868;17,992;1,761625;70;299;83;0,154867;0,661504;0,183628;197;5;24,40564819;42,5668346;10,21329738
1870;Point;1921;4;0;0;0;1;0;0;0;0;0;NORTE;0,000006;4;0;0;0;1;105104,7348;101582,9164;1;20031703;1261,892415;0,000792461;0,041033;268,233729;412,703653;1261,892415;0,000792461;1;20031703;256,818182;452;190;262;256;208;42,9936;1,9968;37,9904;0,095119;0,420354;0,579646;0,0096;0,020501;0,0557;0,6843;0,1659;0,0865;9,266515;25,1764;309,3036;74,9868;17,992;1,761625;70;299;83;0,154867;0,661504;0,183628;197;5;24,40564819;42,5668346;10,21329738
1010;Point;1060;6;0;0;0;0;0;1;0;0;0;NORTE;0,013234;4;0;0;0;1;102628,6369;100943,7959;1;20062005;977,419742;0,001023102;64,008785;320,379079;196,602325;977,419742;0,001023102;3;20062005;633,333333;836;352;484;528;384;1,9968;1,9968;0;0,002389;0,421053;0,578947;0,0052;0,019632;0,0276;0,6658;0,061;0,2109;16,412268;23,0736;556,6088;50,996;80,9856;1,322679;139;529;168;0,166268;0,632775;0,200957;368;7;1,509663342;38,55508404;61,22846133
1262;Point;1312;1;1;0;0;0;0;0;0;0;0;NORTE;0,007547;4;0;0;0;1;107503,3912;101858,7681;2;20011503;673,633697;0,001484486;29,187011;96,876795;6,106463;673,633697;0,001484486;1;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1263;Point;1313;1;1;0;0;0;0;0;0;0;0;NORTE;0,003375;4;0;0;0;1;107543,9;101857,298;2;20011503;668,733847;0,001495363;11,346101;56,791163;1,396891;668,733847;0,001495363;0;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1264;Point;1314;1;1;0;0;0;0;0;0;0;0;NORTE;0,00492;4;0;0;0;1;107574,8205;101862,3008;2;20011503;672,75503;0,001486425;18,013832;30,30259;0;672,75503;0,001486425;0;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1265;Point;1315;1;1;0;0;0;0;0;0;0;0;NORTE;0,018181;4;0;0;0;1;107660,8511;101869,7621;1;20011503;684,913048;0,001460039;67,088757;66,733094;71,915658;684,913048;0,001460039;0;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
